/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BABADA1 (1928-1955), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926358 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.900000 * LONGITUDE: -6.962500
	DATE/TIME START: 1928-09-01T00:00:00 * DATE/TIME END: 1955-12-31T00:00:00
Event(s):	BABADA1 * LATITUDE: 38.900000 * LONGITUDE: -6.962500 * LOCATION: Badajoz, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 7am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 1pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 6pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean
	Sunshine duration [min] (SSD) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: calculated from hours and minutes
	Sunshine duration, daily [h/day] (SSD) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
Size:	56002 data points
*/
Date/Time	N [tenths] (at 7am)	N [tenths] (at 1pm)	N [tenths] (at 6pm)	N [tenths] (mean)	SSD [min] (calculated from hours and min...)	SSD [h/day]
1935-07-31	8	8	3	6.33	390	6.50
1935-08-01	1	0	0	0.33	800	13.33
1935-08-02	0	0	0	0.00	770	12.83
1935-08-03	1	1	0	0.67	750	12.50
1935-08-04	1	1	1	1.00	760	12.67
1935-08-05	0	1	2	1.00	750	12.50
1935-08-06	3	3	0	2.00	650	10.83
1935-08-07	1	2	8	3.67	440	7.33
1935-08-08	0	0	2	0.67	740	12.33
1935-08-09	0	0	0	0.00	740	12.33
1935-08-10	2	3	2	2.33	670	11.17
1935-08-11	0	0	1	0.33	730	12.17
1935-08-12	0	0	2	0.67	740	12.33
1935-08-13	0	2	0	0.67	780	13.00
1935-08-14	0	0	0	0.00	800	13.33
1935-08-15	0	0	0	0.00	790	13.17
1935-08-16	0	0	0	0.00	770	12.83
1935-08-17	1	0	0	0.33	760	12.67
1935-08-18	0	1	0	0.33	760	12.67
1935-08-19	0	0	0	0.00	770	12.83
1935-08-20	0	1	0	0.33	720	12.00
1935-08-21	2	9	4	5.00	480	8.00
1935-08-22	1	7	6	4.67	470	7.83
1935-08-23	0	4	1	1.67	740	12.33
1935-08-24	1	0	0	0.33	760	12.67
1935-08-25	0	0	0	0.00	750	12.50
1935-08-26	1	7	8	5.33	650	10.83
1935-08-27	5	1	6	4.00	660	11.00
1935-08-28	2	1	0	1.00	730	12.17
1935-08-29	0	0	0	0.00	740	12.33
1935-08-30	0	0	0	0.00	750	12.50
1935-08-31	0	1	0	0.33	720	12.00
1935-09-01	4	4	3	3.67	540	9.00
1935-09-02	2	4	1	2.33	610	10.17
1935-09-03	4	3	0	2.33	600	10.00
1935-09-04	0	0	2	0.67	640	10.67
1935-09-05	0	0	0	0.00	630	10.50
1935-09-06	0	0	0	0.00	590	9.83
1935-09-07	1	1	0	0.67	540	9.00
1935-09-08	0	0	0	0.00	590	9.83
1935-09-09	2	4	3	3.00	610	10.17
1935-09-10	3	3	2	2.67	580	9.67
1935-09-11	2	6	9	5.67	500	8.33
1935-09-12	10	9	1	6.67	510	8.50
1935-09-13	0	0	0	0.00	600	10.00
1935-09-14	0	1	1	0.67	590	9.83
1935-09-15	5	5	1	3.67	560	9.33
1935-09-16	0	1	1	0.67	580	9.67
1935-09-17	9	5	1	5.00	540	9.00
1935-09-18	0	1	0	0.33	600	10.00
1935-09-19	0	0	0	0.00	570	9.50
1935-09-20	1	0	0	0.33	540	9.00
1935-09-21	5	5	7	5.67	300	5.00
1935-09-22	1	0	0	0.33	560	9.33
1935-09-23	0	9	0	3.00	480	8.00
1935-09-24	1	9	4	4.67	490	8.17
1935-09-25	4	3	0	2.33	470	7.83
1935-09-26	0	1	0	0.33	560	9.33
1935-09-27	0	1	0	0.33	540	9.00
1935-09-28	10	9	9	9.33	140	2.33
1935-09-29	7	9	6	7.33	350	5.83
1935-09-30	9	9	3	7.00	360	6.00
1935-10-01	6	9	10	8.33	150	2.50
1935-10-02	9	1	1	3.67	500	8.33
1935-10-03	10	10	9	9.67	60	1.00
1935-10-04	5	8	9	7.33	370	6.17
1935-10-05	2	9	7	6.00	490	8.17
1935-10-06	9	9	10	9.33	80	1.33
1935-10-07	10	7	3	6.67	300	5.00
1935-10-08	0	7	3	3.33	490	8.17
1935-10-09	8	1	1	3.33	570	9.50
1935-10-10	0	0	0	0.00	570	9.50
1935-10-11	1	3	3	2.33	550	9.17
1935-10-12	1	1	1	1.00	560	9.33
1935-10-13	0	1	2	1.00	550	9.17
1935-10-14	1	7	1	3.00	550	9.17
1935-10-15	1	0	0	0.33	560	9.33
1935-10-16	1	1	3	1.67	520	8.67
1935-10-17	0	1	1	0.67	540	9.00
1935-10-18	7	1	1	3.00	530	8.83
1935-10-19	1	1	8	3.33	500	8.33
1935-10-20	1	4	9	4.67	400	6.67
1935-10-21	4	2	1	2.33	480	8.00
1935-10-22	1	1	4	2.00	530	8.83
1935-10-23	0	1	1	0.67	530	8.83
1935-10-24	9	0	0	3.00	470	7.83
1935-10-25	1	9	8	6.00	320	5.33
1935-10-26	1	1	1	1.00	520	8.67
1935-10-27	1	8	8	5.67	470	7.83
1935-10-28	9	9	9	9.00	290	4.83
1935-10-29	8	6	0	4.67	580	9.67
1935-10-30	4	8	8	6.67	290	4.83
1935-10-31	7	9	9	8.33	150	2.50
1935-11-01	9	7	9	8.33	150	2.50
1935-11-02	5	9	10	8.00	270	4.50
1935-11-03	8	5	2	5.00	330	5.50
1935-11-04	0	3	1	1.33	540	9.00
1935-11-05	1	7	9	5.67	450	7.50
1935-11-06	7	8	6	7.00	370	6.17
1935-11-07	9	9	9	9.00	160	2.67
1935-11-08	1	9	9	6.33	150	2.50
1935-11-09	10	9	10	9.67	120	2.00
1935-11-10	7	6	6	6.33	460	7.67
1935-11-11	10	3	9	7.33	330	5.50
1935-11-12	10	3	1	4.67	350	5.83
1935-11-13	7	4	1	4.00	410	6.83
1935-11-14	0	1	1	0.67	490	8.17
1935-11-15	9	10	6	8.33	0	0.00
1935-11-16	9	10	10	9.67	0	0.00
1935-11-17	10	5	3	6.00	300	5.00
1935-11-18	7	9	10	8.67	230	3.83
1935-11-19	10	10	9	9.67	80	1.33
1935-11-20	8	8	7	7.67	220	3.67
1935-11-21	10	10	10	10.00	0	0.00
1935-11-22	9	9	10	9.33	30	0.50
1935-11-23	9	8	1	6.00	330	5.50
1935-11-24	9	10	10	9.67	130	2.17
1935-11-25	4	6	9	6.33	340	5.67
1935-11-26	10	8	1	6.33	320	5.33
1935-11-27	1	1	0	0.67	520	8.67
1935-11-28	10	10	1	7.00	230	3.83
1935-11-29	10	0	1	3.67	480	8.00
1935-11-30	10	6	4	6.67	240	4.00
1935-12-01	10	10	4	8.00	160	2.67
1935-12-02	10	10	10	10.00	0	0.00
1935-12-03	10	10	3	7.67	10	0.17
1935-12-04	1	3	3	2.33	530	8.83
1935-12-05	1	1	9	3.67	430	7.17
1935-12-06	8	7	0	5.00	250	4.17
1935-12-07	10	10	4	8.00	50	0.83
1935-12-08	8	9	9	8.67	30	0.50
1935-12-09	10	3	1	4.67	340	5.67
1935-12-10	2	0	1	1.00	530	8.83
1935-12-11	0	1	9	3.33	390	6.50
1935-12-12	3	4	6	4.33	490	8.17
1935-12-13	0	0	0	0.00	480	8.00
1935-12-14	0	0	1	0.33	460	7.67
1935-12-15	0	0	0	0.00	280	4.67
1935-12-16	0	10	1	3.67	220	3.67
1935-12-17	10	10	8	9.33	0	0.00
1935-12-18	10	9	7	8.67	230	3.83
1935-12-19	7	10	10	9.00	0	0.00
1935-12-20	10	10	10	10.00	70	1.17
1935-12-21	10	10	10	10.00	0	0.00
1935-12-22	10	10	10	10.00	0	0.00
1935-12-23	10	8	10	9.33	190	3.17
1935-12-24	10	8	8	8.67	60	1.00
1935-12-25	10	10	10	10.00	10	0.17
1935-12-26	10	10	10	10.00	50	0.83
1935-12-27	10	10	10	10.00	20	0.33
1935-12-28	4	9	9	7.33	260	4.33
1935-12-29	0	4	10	4.67	390	6.50
1935-12-30	10	4	2	5.33	340	5.67
1935-12-31	10	10	10	10.00	0	0.00
1936-01-01	9	6	4	6.33	280	4.67
1936-01-02	10	10	9	9.67	20	0.33
1936-01-03	10	8	0	6.00	270	4.50
1936-01-04	0	10	9	6.33	150	2.50
1936-01-05	0	10	10	6.67	10	0.17
1936-01-06	0	9	10	6.33	60	1.00
1936-01-07	8	1	1	3.33	480	8.00
1936-01-08	10	9	9	9.33	40	0.67
1936-01-09	9	10	7	8.67	10	0.17
1936-01-10	10	9	8	9.00	30	0.50
1936-01-11	0	0	0	0.00	440	7.33
1936-01-12	0	0	0	0.00	530	8.83
1936-01-13	0	0	9	3.00	290	4.83
1936-01-14	0	10	10	6.67	80	1.33
1936-01-15	0	8	10	6.00	260	4.33
1936-01-16	10	10	8	9.33	210	3.50
1936-01-17	8	8	4	6.67	290	4.83
1936-01-18	10	10	10	10.00	0	0.00
1936-01-19	10	10	6	8.67	90	1.50
1936-01-20	8	7	9	8.00	360	6.00
1936-01-21	10	8	9	9.00	220	3.67
1936-01-22	10	7	9	8.67	280	4.67
1936-01-23	10	9	10	9.67	50	0.83
1936-01-24	10	9	10	9.67	30	0.50
1936-01-25	8	10	4	7.33	10	0.17
1936-01-26	1	8	10	6.33	310	5.17
1936-01-27	10	6	5	7.00	460	7.67
1936-01-28	10	10	9	9.67	50	0.83
1936-01-29	2	10	7	6.33	240	4.00
1936-01-30	9	10	6	8.33	110	1.83
1936-01-31	10	10	1	7.00	20	0.33
1936-02-01	10	10	9	9.67	20	0.33
1936-02-02	10	10	2	7.33	120	2.00
1936-02-03	0	9	9	6.00	110	1.83
1936-02-04	10	10	10	10.00	0	0.00
1936-02-05	0	10	1	3.67	10	0.17
1936-02-06	2	4	3	3.00	490	8.17
1936-02-07	4	1	1	2.00	520	8.67
1936-02-08	0	10	10	6.67	0	0.00
1936-02-09	10	10	10	10.00	20	0.33
1936-02-10	10	9	10	9.67	100	1.67
1936-02-11	10	9	10	9.67	200	3.33
1936-02-12	2	3	0	1.67	510	8.50
1936-02-13	10	10	10	10.00	40	0.67
1936-02-14	10	9	5	8.00	60	1.00
1936-02-15	0	9	10	6.33	170	2.83
1936-02-16	10	10	9	9.67	120	2.00
1936-02-17	9	9	10	9.33	90	1.50
1936-02-18	10	10	9	9.67	120	2.00
1936-02-19	9	9	10	9.33	280	4.67
1936-02-20	10	10	10	10.00	0	0.00
1936-02-21	10	10	10	10.00	0	0.00
1936-02-22	9	3	2	4.67	370	6.17
1936-02-23	6	7	3	5.33	480	8.00
1936-02-24	3	9	10	7.33	210	3.50
1936-02-25	1	4	5	3.33	520	8.67
1936-02-26	0	4	1	1.67	620	10.33
1936-02-27	0	1	3	1.33	610	10.17
1936-02-28	5	9	8	7.33	220	3.67
1936-02-29	4	7	3	4.67	460	7.67
1936-03-01	9	9	10	9.33	80	1.33
1936-03-02	10	9	9	9.33	90	1.50
1936-03-03	9	9	5	7.67	360	6.00
1936-03-04	9	10	8	9.00	40	0.67
1936-03-05	0	1	1	0.67	690	11.50
1936-03-06	0	2	1	1.00	630	10.50
1936-03-07	5	9	9	7.67	270	4.50
1936-03-08	10	10	10	10.00	80	1.33
1936-03-09	9	9	9	9.00	120	2.00
1936-03-10	5	9	10	8.00	270	4.50
1936-03-11	10	9	9	9.33	0	0.00
1936-03-12	9	9	7	8.33	390	6.50
1936-03-13	10	9	5	8.00	330	5.50
1936-03-14	9	9	7	8.33	140	2.33
1936-03-15	3	3	9	5.00	470	7.83
1936-03-16	10	9	9	9.33	270	4.50
1936-03-17	3	9	8	6.67	280	4.67
1936-03-18	9	9	9	9.00	280	4.67
1936-03-19	9	9	5	7.67	310	5.17
1936-03-20	5	10	9	8.00	70	1.17
1936-03-21	1	9	40	16.67	200	3.33
1936-03-22	9	10	4	7.67	280	4.67
1936-03-23	10	9	9	9.33	50	0.83
1936-03-24	10	9	4	7.67	110	1.83
1936-03-25	1	8	7	5.33	500	8.33
1936-03-26	9	9	9	9.00	190	3.17
1936-03-27	10	10	10	10.00	30	0.50
1936-03-28	10	9	10	9.67	150	2.50
1936-03-29	10	10	9	9.67	160	2.67
1936-03-30	10	9	7	8.67	100	1.67
1936-03-31	10	9	9	9.33	220	3.67
1936-04-01	0	9	7	5.33	420	7.00
1936-04-02	0	9	9	6.00	390	6.50
1936-04-03	9	9	9	9.00	270	4.50
1936-04-04	8	9	9	8.67	450	7.50
1936-04-05	9	10	7	8.67	110	1.83
1936-04-06	9	9	7	8.33	360	6.00
1936-04-07	8	10	10	9.33	50	0.83
1936-04-08	10	9	5	8.00	350	5.83
1936-04-09	9	8	9	8.67	320	5.33
1936-04-10	8	4	6	6.00	470	7.83
1936-04-11	0	8	3	3.67		
1936-04-12	4	10	6	6.67		
1936-04-13	10	9	9	9.33		
1936-04-14	10	10	10	10.00		
1936-04-15	10	9	8	9.00		
1936-04-16	5	8	3	5.33		
1936-04-17	2	7	5	4.67		
1936-04-18	3	9	10	7.33		
1936-04-19	9	10	10	9.67	120	2.00
1936-04-20	7	5	6	6.00	500	8.33
1936-04-21	4	10	9	7.67	160	2.67
1936-04-22	10	10	8	9.33	140	2.33
1936-04-23	1	3	7	3.67	600	10.00
1936-04-24	5	4	5	4.67	470	7.83
1936-04-25	4	4	6	4.67	670	11.17
1936-04-26	3	4	3	3.33	760	12.67
1936-04-27	3	3	1	2.33	790	13.17
1936-04-28	1	0	0	0.33	800	13.33
1936-04-29	0	1	0	0.33	780	13.00
1936-04-30	0	1	0	0.33	780	13.00
1936-05-01	0	2	2	1.33	760	12.67
1936-05-02	3	1	8	4.00	510	8.50
1936-05-03	0	6	6	4.00	540	9.00
1936-05-04	8	9	9	8.67	230	3.83
1936-05-05	10	8	1	6.33	540	9.00
1936-05-06	9	8	8	8.33	440	7.33
1936-05-07	9	9	3	7.00	280	4.67
1936-05-08	10	7	8	8.33	240	4.00
1936-05-09	6	9	6	7.00	200	3.33
1936-05-10	10	10	3	7.67	290	4.83
1936-05-11	10	1	1	4.00	460	7.67
1936-05-12	10	1	2	4.33	490	8.17
1936-05-13	0	1	0	0.33	780	13.00
1936-05-14	0	3	6	3.00	670	11.17
1936-05-15	9	3	2	4.67	710	11.83
1936-05-16	3	10	9	7.33	230	3.83
1936-05-17	9	9	9	9.00	120	2.00
1936-05-18	10	10	9	9.67	80	1.33
1936-05-19	9	9	10	9.33	120	2.00
1936-05-20	4	9	9	7.33	220	3.67
1936-05-21	0	6	5	3.67	650	10.83
1936-05-22	9	9	1	6.33	640	10.67
1936-05-23	0	10	4	4.67	250	4.17
1936-05-24	5	9	9	7.67	220	3.67
1936-05-25	9	7	9	8.33	470	7.83
1936-05-26	3	8	5	5.33	570	9.50
1936-05-27	2	9	9	6.67	480	8.00
1936-05-28	4	9	9	7.33	590	9.83
1936-05-29	6	7	3	5.33	500	8.33
1936-05-30	7	7	7	7.00	570	9.50
1936-05-31	0	4	6	3.33	760	12.67
1936-06-01	1	3	3	2.33	780	13.00
1936-06-02	9	2	3	4.67	750	12.50
1936-06-03	1	0	0	0.33	850	14.17
1936-06-04	5	1	8	4.67	770	12.83
1936-06-05	0	6	8	4.67	710	11.83
1936-06-06	10	9	8	9.00	190	3.17
1936-06-07	0	5	3	2.67	830	13.83
1936-06-08	0	5	1	2.00	830	13.83
1936-06-09	0	1	2	1.00	810	13.50
1936-06-10	0	1	2	1.00	830	13.83
1936-06-11	0	3	1	1.33	850	14.17
1936-06-12	0	1	0	0.33	830	13.83
1936-06-13	9	5	6	6.67	590	9.83
1936-06-14	4	3	8	5.00	700	11.67
1936-06-15	0	4	1	1.67	850	14.17
1936-06-16	0	1	1	0.67	870	14.50
1936-06-17	0	1	3	1.33	800	13.33
1936-06-18	9	10	2	7.00	290	4.83
1936-06-19	9	7	7	7.67	560	9.33
1936-06-20	9	10	9	9.33	370	6.17
1936-06-21	10	9	4	7.67	530	8.83
1936-06-22	4	9	3	5.33	660	11.00
1936-06-23	1	4	1	2.00	830	13.83
1936-06-24	0	0	1	0.33	860	14.33
1936-06-25	4	6	4	4.67	810	13.50
1936-06-26	1	0	0	0.33	870	14.50
1936-06-27	0	0	0	0.00	830	13.83
1936-06-28	10	10	10	10.00	120	2.00
1936-06-29	1	7	5	4.33	780	13.00
1936-06-30	10	9	9	9.33	380	6.33
1936-07-01	10	9	3	7.33	440	7.33
1936-07-02	0	2	2	1.33	820	13.67
1936-07-03	1	1	1	1.00	870	14.50
1936-07-04	0	1	1	0.67	840	14.00
1936-07-05	3	1	0	1.33	840	14.00
1936-07-06	0	1	3	1.33	850	14.17
1936-07-07	3	3	2	2.67	840	14.00
1936-07-08	0	0	0	0.00	870	14.50
1936-07-09	1	1	0	0.67	860	14.33
1936-07-10	1	1	3	1.67	860	14.33
1936-07-11	1	2	2	1.67	860	14.33
1936-07-12	0	0	1	0.33	850	14.17
1936-07-13	0	0	0	0.00	840	14.00
1936-07-14	0	0	0	0.00	850	14.17
1936-07-15	0	0	0	0.00	830	13.83
1936-07-16	0	0	0	0.00	820	13.67
1936-07-17	0	1	4	1.67	800	13.33
1936-07-18	4	1	2	2.33	780	13.00
1936-07-19	3	1	2	2.00	790	13.17
1936-07-20	0	4	5	3.00	750	12.50
1936-07-21	0	5	0	1.67	840	14.00
1936-07-22	0	1	0	0.33	840	14.00
1936-07-23	0	0	0	0.00	830	13.83
1936-07-24	2	1	0	1.00	760	12.67
1936-07-25	0	0	0	0.00	840	14.00
1936-07-26	0	1	0	0.33	820	13.67
1936-07-27	5	1	0	2.00	650	10.83
1936-07-28	0	0	0	0.00	810	13.50
1936-07-29	0	0	0	0.00	820	13.67
1936-07-30	0	0	0	0.00	810	13.50
1936-07-31	0	0	0	0.00	820	13.67
1936-08-01	0	0	1	0.33	810	13.50
1936-08-02	0	0	0	0.00	810	13.50
1936-08-03	0	0	0	0.00	750	12.50
1936-08-04	0	0	0	0.00	720	12.00
1936-08-05	0	0	8	2.67	610	10.17
1936-08-06	0	0	1	0.33	780	13.00
1936-08-07	3	0	0	1.00		
1936-08-08	1	0	0	0.33	750	12.50
1936-08-09	10	1	0	3.67	640	10.67
1936-08-10	10	2	0	4.00	470	7.83
1936-08-11	3	0	0	1.00	400	6.67
1936-08-12	0	0	0	0.00		
1936-08-13	0	0	0	0.00		
1936-08-14	0	0	0	0.00		
1936-08-15	0	0	0	0.00		
1936-08-16	0	0	0	0.00		
1936-08-17	0	0	0	0.00		
1936-08-18	0	0	0	0.00	740	12.33
1936-08-19	2	0	0	0.67	740	12.33
1936-08-20	0	0	1	0.33	720	12.00
1936-08-21	0	0	3	1.00	710	11.83
1936-08-22	3	5	8	5.33	420	7.00
1936-08-23	4	2	3	3.00	640	10.67
1936-08-24	7	1	4	4.00	550	9.17
1936-08-25	0	1	1	0.67	710	11.83
1936-08-26	3	2	4	3.00	620	10.33
1936-08-27	9	5	7	7.00	410	6.83
1936-08-28	0	1	2	1.00	560	9.33
1936-08-29	3	9	9	7.00	300	5.00
1936-08-30	4	8	1	4.33	660	11.00
1936-08-31	1	6	1	2.67	650	10.83
1936-09-01	0	0	2	0.67	690	11.50
1936-09-02	0	0	1	0.33	710	11.83
1936-09-03	0	1	1	0.67	670	11.17
1936-09-04	9	5	1	5.00	580	9.67
1936-09-05	8	7	8	7.67	460	7.67
1936-09-06	7	6	7	6.67	410	6.83
1936-09-07	0	0	0	0.00	600	10.00
1936-09-08	0	0	0	0.00	610	10.17
1936-09-09	0	0	0	0.00	610	10.17
1936-09-10	0	1	1	0.67	580	9.67
1936-09-11	0	0	4	1.33	570	9.50
1936-09-12	0	6	6	4.00	570	9.50
1936-09-13	0	1	1	0.67	570	9.50
1936-09-14	1	1	4	2.00	540	9.00
1936-09-15	1	1	3	1.67	530	8.83
1936-09-16	9	7	6	7.33	350	5.83
1936-09-17	0	0	1	0.33	600	10.00
1936-09-18	0	2	9	3.67	490	8.17
1936-09-19	2	7	4	4.33	470	7.83
1936-09-20	3	4	3	3.33	540	9.00
1936-09-21	9	6	4	6.33	530	8.83
1936-09-22	10	10	10	10.00	40	0.67
1936-09-23	10	9	10	9.67	190	3.17
1936-09-24	9	8	4	7.00	530	8.83
1936-09-25	1	2	1	1.33	580	9.67
1936-09-26	1	0	0	0.33	580	9.67
1936-09-27	0	0	0	0.00	580	9.67
1936-09-28	3	3	4	3.33	340	5.67
1936-09-29	9	9	9	9.00	130	2.17
1936-09-30	10	10	2	7.33	130	2.17
1936-10-01	2	0	1	1.00	555	9.25
1936-10-02	0	0	1	0.33	560	9.33
1936-10-03	0	0	1	0.33	550	9.17
1936-10-04	10	3	10	7.67	255	4.25
1936-10-05	10	9	1	6.67	285	4.75
1936-10-06	7	8	5	6.67	240	4.00
1936-10-07	1	1	0	0.67	555	9.25
1936-10-08	9	10	10	9.67	77	1.28
1936-10-09	8	9	4	7.00	400	6.67
1936-10-10	9	9	9	9.00	180	3.00
1936-10-11	9	9	9	9.00	155	2.58
1936-10-12	6	8	4	6.00	338	5.63
1936-10-13	5	6	8	6.33	435	7.25
1936-10-14	0	3	3	2.00	380	6.33
1936-10-15	0	1	1	0.67	555	9.25
1936-10-16	0	1	1	0.67	545	9.08
1936-10-17	0	1	0	0.33	535	8.92
1936-10-18	4	1	2	2.33	480	8.00
1936-10-19	9	8	7	8.00	378	6.30
1936-10-20	0	1	0	0.33	515	8.58
1936-10-21	4	4	1	3.00	435	7.25
1936-10-22	0	1	1	0.67	500	8.33
1936-10-23	8	3	1	4.00	315	5.25
1936-10-24	2	1	2	1.67	585	9.75
1936-10-25	1	4	0	1.67	495	8.25
1936-10-26	8	1	1	3.33	550	9.17
1936-10-27	0	0	0	0.00	600	10.00
1936-10-28	1	1	1	1.00	590	9.83
1936-10-29	1	1	0	0.67	585	9.75
1936-10-30	0	0	0	0.00	595	9.92
1936-10-31	0	0	0	0.00	575	9.58
1936-11-01	7	1	2	3.33	420	7.00
1936-11-02	3	7	6	5.33	515	8.58
1936-11-03	0	1	1	0.67	558	9.30
1936-11-04	0	1	0	0.33	568	9.47
1936-11-05	2	3	10	5.00	435	7.25
1936-11-06	10	10	10	10.00	157	2.62
1936-11-07	9	10	10	9.67	255	4.25
1936-11-08	10	10	10	10.00	180	3.00
1936-11-09	6	7	0	4.33	430	7.17
1936-11-10	3	3	4	3.33	440	7.33
1936-11-11	0	7	4	3.67	225	3.75
1936-11-12	10	7	1	6.00	135	2.25
1936-11-13	0	1	1	0.67	525	8.75
1936-11-14	3	4	9	5.33	465	7.75
1936-11-15	0	5	4	3.00	415	6.92
1936-11-16	1	3	1	1.67	520	8.67
1936-11-17	0	2	7	3.00	475	7.92
1936-11-18	2	4	1	2.33	520	8.67
1936-11-19	2	1	1	1.33	535	8.92
1936-11-20	6	9	8	7.67	355	5.92
1936-11-21	4	10	10	8.00	10	0.17
1936-11-22	9	1	3	4.33	470	7.83
1936-11-23	8	2	3	4.33	465	7.75
1936-11-24	0	1	5	2.00	440	7.33
1936-11-25	9	10	10	9.67	120	2.00
1936-11-26	9	9	9	9.00	290	4.83
1936-11-27	8	4	1	4.33	480	8.00
1936-11-28	9	3	4	5.33	420	7.00
1936-11-29	2	1	0	1.00	445	7.42
1936-11-30	0	1	1	0.67	515	8.58
1936-12-01	0	0	0	0.00	535	8.92
1936-12-02	0	0	3	1.00	535	8.92
1936-12-03	0	0	0	0.00	520	8.67
1936-12-04	0	0	0	0.00	510	8.50
1936-12-05	0	0	0	0.00	425	7.08
1936-12-06	1	0	0	0.33	515	8.58
1936-12-07	0	0	0	0.00	520	8.67
1936-12-08	1	1	1	1.00	525	8.75
1936-12-09	4	9	9	7.33	65	1.08
1936-12-10	10	9	2	7.00	260	4.33
1936-12-11	2	8	8	6.00	330	5.50
1936-12-12	10	10	10	10.00	330	5.50
1936-12-13	1	0	1	0.67	510	8.50
1936-12-14	10	10	9	9.67	45	0.75
1936-12-15	2	8	1	3.67	300	5.00
1936-12-16	2	9	10	7.00	25	0.42
1936-12-17	10	3	3	5.33	290	4.83
1936-12-18	0	0	0	0.00	415	6.92
1936-12-19	0	0	0	0.00	410	6.83
1936-12-20	3	1	6	3.33	420	7.00
1936-12-21	1	3	4	2.67	445	7.42
1936-12-22	0	1	0	0.33	495	8.25
1936-12-23	0	0	0	0.00	470	7.83
1936-12-24	0	1	6	2.33	350	5.83
1936-12-25	0	0	0	0.00	490	8.17
1936-12-26	1	7	6	4.67	435	7.25
1936-12-27	10	10	9	9.67	0	0.00
1936-12-28	10	9	9	9.33	275	4.58
1936-12-29	10	9	9	9.33	115	1.92
1936-12-30	1	1	1	1.00	505	8.42
1936-12-31	0	1	1	0.67	505	8.42
1937-01-01	0	9	4	4.33	170	2.83
1937-01-02	5	9	10	8.00	50	0.83
1937-01-03	1	1	1	1.00	510	8.50
1937-01-04	6	9	3	6.00	90	1.50
1937-01-05	0	7	3	3.33	350	5.83
1937-01-06	3	2	0	1.67	250	4.17
1937-01-07	0	1	1	0.67	520	8.67
1937-01-08	0	1	1	0.67	540	9.00
1937-01-09	0	3	3	2.00	470	7.83
1937-01-10	0	4	4	2.67	370	6.17
1937-01-11	0	9	10	6.33	110	1.83
1937-01-12	10	9	4	7.67	130	2.17
1937-01-13	0	1	1	0.67	300	5.00
1937-01-14	6	10	10	8.67	0	0.00
1937-01-15	10	9	9	9.33	40	0.67
1937-01-16	10	10	10	10.00	0	0.00
1937-01-17	10	10	10	10.00	0	0.00
1937-01-18	10	10	10	10.00	0	0.00
1937-01-19	10	7	1	6.00	210	3.50
1937-01-20	3	1	8	4.00	410	6.83
1937-01-21	9	9	9	9.00	60	1.00
1937-01-22	10	10	10	10.00	0	0.00
1937-01-23	10	10	10	10.00	10	0.17
1937-01-24	10	10	10	10.00	0	0.00
1937-01-25	10	10	10	10.00	0	0.00
1937-01-26	10	9	8	9.00	120	2.00
1937-01-27	10	9	9	9.33	70	1.17
1937-01-28	9	8	7	8.00	170	2.83
1937-01-29	10	10	10	10.00	40	0.67
1937-01-30	10	10	10	10.00	50	0.83
1937-01-31	10	5	10	8.33	150	2.50
1937-02-01	6	9	6	7.00	320	5.33
1937-02-02	0	9	8	5.67	170	2.83
1937-02-03	9	7	6	7.33	140	2.33
1937-02-04	10	9	9	9.33	100	1.67
1937-02-05	10	10	10	10.00	0	0.00
